LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,CONTRAST_CH1,SNR_CH1
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,Radius,Visibility,Manual spot color,Mean intensity ch1,Median intensity ch1,Min intensity ch1,Max intensity ch1,Sum intensity ch1,Std intensity ch1,Contrast ch1,Signal/Noise ratio ch1
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,R,Visibility,Spot color,Mean ch1,Median ch1,Min ch1,Max ch1,Sum ch1,Std ch1,Ctrst ch1,SNR ch1
,,,(quality),(pixel),(pixel),(pixel),(frame),,(pixel),,,(counts),(counts),(counts),(counts),(counts),(counts),,
ID2241,2241,1,0.39942681789398193,1666.3004954803125,1063.8189613108927,0.0,3.0,3,8.0,1,,5.764705882352941,2.0,0.0,33.0,1274.0,8.293415982760157,0.7974271521772972,0.6167560550394466
ID2754,2754,1,0.4046933948993683,1819.8976237049758,905.5606464273819,0.0,74.0,74,8.0,1,,5.470588235294118,1.0,0.0,32.0,1209.0,7.769713585317092,0.820747163768751,0.63477346162423
ID3268,3268,1,0.4453136920928955,1714.0327761256672,811.2624962292334,0.0,123.0,123,8.0,1,,5.864253393665158,2.0,0.0,26.0,1296.0,7.139495653759116,0.8714613772425066,0.7649665859817117
ID3015,3015,1,0.41610947251319885,1809.855354955707,944.7899386718901,0.0,100.0,100,8.0,1,,5.742081447963801,3.0,0.0,34.0,1269.0,7.002044715176849,0.7820812749832857,0.7197784588853984
ID2761,2761,1,0.4126233160495758,1782.90235674816,813.6079825694404,0.0,79.0,79,8.0,1,,5.83710407239819,2.0,0.0,35.0,1290.0,7.934428932479909,0.8001162865818205,0.6539797594013148
ID2506,2506,1,0.41591596603393555,1785.836243681187,864.7386318275124,0.0,51.0,51,8.0,1,,5.65158371040724,2.0,0.0,31.0,1249.0,7.165628801216562,0.8537162986231436,0.7264674462627007
ID2254,2254,1,0.3554227948188782,1756.2667010692492,876.7865202366778,0.0,41.0,41,8.0,1,,4.6968325791855206,1.0,0.0,28.0,1038.0,6.906744984830351,0.8156625676698883,0.6109941421903132
ID3534,3534,1,0.31796619296073914,1746.90958006381,885.2122112396572,0.0,143.0,143,8.0,1,,4.529411764705882,2.0,0.0,31.0,1001.0,6.282391996513823,0.7951107193610476,0.6386797350898284
ID2514,2514,1,0.4577298164367676,1799.151727122497,864.9767003281576,0.0,56.0,56,8.0,1,,6.049773755656108,1.0,0.0,36.0,1337.0,8.908742511174008,0.890529958768983,0.6397608985254772
ID3026,3026,1,0.38537153601646423,1746.704332970714,925.5141068117576,0.0,103.0,103,8.0,1,,4.990950226244344,1.0,0.0,30.0,1103.0,7.693557487940061,0.8517091697615102,0.5967666941355313
ID2772,2772,1,0.3852018415927887,1819.4179551850023,861.148340668507,0.0,76.0,76,8.0,1,,5.3031674208144794,1.0,0.0,34.0,1172.0,7.619558500334825,0.8209011765213616,0.6275379974223912
ID3284,3284,1,0.35314375162124634,1709.9580295311273,837.4062032720086,0.0,124.0,124,8.0,1,,4.778280542986425,1.0,0.0,33.0,1056.0,6.7957659768305,0.7968851344076845,0.6236467089428748
ID2007,2007,1,0.42449840903282166,1730.1795486383269,948.0566388020264,0.0,21.0,21,8.0,1,,5.959276018099548,2.0,0.0,33.0,1317.0,7.724410387667405,0.7626443713752251,0.667598771102362
ID2264,2264,1,0.40598368644714355,1712.016775320715,920.3565839917587,0.0,32.0,32,8.0,1,,5.5656108597285066,2.0,0.0,33.0,1230.0,7.684192346077619,0.8487767256026489,0.6650489363084248
ID2524,2524,1,0.3567052185535431,1766.9707364872468,811.9801505314709,0.0,63.0,63,8.0,1,,4.9366515837104075,1.0,0.0,27.0,1091.0,7.249173345402263,0.9230526510494305,0.6537463644070024
ID2780,2780,1,0.37454208731651306,1804.3832741595088,823.6451371735373,0.0,78.0,78,8.0,1,,5.479638009049774,2.0,0.0,30.0,1211.0,7.02306536642613,0.7943304656015092,0.690802567848735
ID3037,3037,1,0.37920844554901123,1734.4528961132573,912.3737318407572,0.0,104.0,104,8.0,1,,5.380090497737557,2.0,0.0,34.0,1189.0,7.1757395558639905,0.790462911321807,0.6620169016900658
ID3549,3549,1,0.42318210005760193,1707.628795087212,894.7455645102357,0.0,145.0,145,8.0,1,,5.280542986425339,2.0,0.0,33.0,1167.0,7.645737474044438,0.8791803547555029,0.6462472495765835
ID2018,2018,1,0.4372672736644745,1741.7802897702659,988.7172173380674,0.0,14.0,14,8.0,1,,5.67420814479638,2.0,0.0,32.0,1254.0,7.761953534102722,0.8788927695674643,0.6839086810726825
ID2274,2274,1,0.3611176311969757,1730.6879618702162,886.9602958269253,0.0,34.0,34,8.0,1,,5.122171945701357,2.0,0.0,27.0,1132.0,6.537896992106193,0.8216327833108381,0.706745416974866
ID3298,3298,1,0.4076729416847229,1701.621139754419,861.699359295583,0.0,125.0,125,8.0,1,,5.547511312217194,3.0,0.0,32.0,1226.0,7.487793439756623,0.8450005225327746,0.6786327601561494
ID2019,2019,1,0.37778589129447937,1720.0537727890608,981.1261882556103,0.0,11.0,11,8.0,1,,5.199095022624435,2.0,0.0,25.0,1149.0,6.715396088976342,0.8314765663627129,0.702966719810512
ID2790,2790,1,0.3933079242706299,1767.1032162355943,809.522265193431,0.0,80.0,80,8.0,1,,5.1945701357466065,1.0,0.0,35.0,1148.0,7.664153124111715,0.8504706374002508,0.6230064786029781
ID3047,3047,1,0.35612952709198,1703.3740573197633,902.1560207026175,0.0,106.0,106,8.0,1,,4.963800904977376,2.0,0.0,27.0,1097.0,6.1907961036158055,0.8012063685923546,0.7133107479061285
ID2536,2536,1,0.3593078553676605,1769.2131958910595,851.9144175661849,0.0,50.0,50,8.0,1,,4.995475113122172,1.0,0.0,33.0,1104.0,6.763201055952831,0.8847184350918792,0.6934467153595331
ID3562,3562,1,0.35707905888557434,1727.619550082789,894.5637247138911,0.0,144.0,144,8.0,1,,4.968325791855204,1.0,0.0,29.0,1098.0,7.199361802695049,0.82744308375113,0.6249428925355323
ID2283,2283,1,0.33823084831237793,1779.9828093583155,886.6959134621607,0.0,39.0,39,8.0,1,,4.5565610859728505,2.0,0.0,27.0,1007.0,6.076236494599021,0.7714218235272561,0.6531342429705381
ID2801,2801,1,0.47908324003219604,1747.795713535665,845.0475749034491,0.0,85.0,85,8.0,1,,5.276018099547511,1.0,0.0,33.0,1166.0,7.867124603496734,0.9283671607317183,0.6457289926447309
ID3313,3313,1,0.3934084177017212,1701.2886930087473,906.9814459922247,0.0,127.0,127,8.0,1,,5.271493212669683,1.0,0.0,29.0,1165.0,7.57199097368952,0.9014731051575683,0.6601097494555052
ID2546,2546,1,0.37851572036743164,1816.7205904981233,878.7283995331455,0.0,55.0,55,8.0,1,,5.239819004524887,2.0,0.0,29.0,1158.0,7.255182972681786,0.7779757560823042,0.6320306509341685
ID3059,3059,1,0.3923475444316864,1681.509332466482,902.9360731604154,0.0,108.0,108,8.0,1,,5.624434389140271,2.0,0.0,32.0,1243.0,7.110117009105801,0.8170321384299736,0.711391438139643
ID2294,2294,1,0.3325635492801666,1704.8164272134545,960.3350939752929,0.0,30.0,30,8.0,1,,4.633484162895928,2.0,0.0,24.0,1024.0,6.08101076272185,0.777942116241776,0.6667938304021866
ID2040,2040,1,0.36577171087265015,1721.8337356662944,1003.5119821197453,0.0,17.0,17,8.0,1,,4.67420814479638,1.0,0.0,30.0,1033.0,7.2734082877365775,0.7488370634824216,0.5503488447430133
ID2554,2554,1,0.4006441533565521,1795.605934476906,838.8072201439733,0.0,60.0,60,8.0,1,,5.221719457013575,1.0,0.0,30.0,1154.0,7.487606653241419,0.8276921046424804,0.6316351439680524
ID2810,2810,1,0.3979399502277374,1817.0513513415844,840.3151834818977,0.0,77.0,77,8.0,1,,5.552036199095022,1.0,0.0,30.0,1227.0,7.547622016753,0.8180770497201186,0.6619940204277693
ID3067,3067,1,0.4858836531639099,1728.7168199569805,853.3191945448096,0.0,112.0,112,8.0,1,,6.036199095022624,2.0,0.0,35.0,1334.0,8.152442580779597,0.8690704507960121,0.6885494173346258
ID2044,2044,1,0.36183667182922363,1762.2485102946396,944.4279026974394,0.0,23.0,23,8.0,1,,5.04524886877828,2.0,0.0,26.0,1115.0,6.732400460497732,0.8016157989228008,0.6668785286267416
ID3326,3326,1,0.4498711824417114,1729.4304880241361,917.1817399701482,0.0,132.0,132,8.0,1,,5.6877828054298645,1.0,0.0,35.0,1257.0,8.50600242972163,0.8489972839441715,0.614069496893066
ID2047,2047,1,0.4068319499492645,1745.7083475739855,946.4911727732988,0.0,22.0,22,8.0,1,,5.280542986425339,2.0,0.0,29.0,1167.0,7.266550493009868,0.9257131506974898,0.6986587773119244
ID2050,2050,2,0.38730737566947937,1558.6267518020888,951.0184305683443,0.0,22.0,22,8.0,1,,5.316742081447964,2.0,0.0,34.0,1175.0,7.542554442596975,0.8611654650408153,0.6523170870851954
ID2307,2307,2,0.4530676603317261,1612.0645878368941,812.9374528933558,0.0,46.0,46,8.0,1,,5.868778280542986,2.0,0.0,41.0,1297.0,8.664765267275316,0.7700704484904647,0.5893330568130193
ID2563,2563,2,0.3859856128692627,1567.6673450575345,824.9880053644866,0.0,61.0,61,8.0,1,,5.1855203619909505,2.0,0.0,36.0,1146.0,7.299873493660499,0.8103559239395418,0.6359439638891425
ID2821,2821,2,0.5210092663764954,1333.7277386032413,819.7386359003452,0.0,81.0,81,8.0,1,,6.990950226244344,2.0,0.0,43.0,1545.0,10.369531834012674,0.8429660937387825,0.6167367356857713
ID3080,3080,2,0.45136818289756775,1456.2967881774405,852.1821658392935,0.0,110.0,110,8.0,1,,5.932126696832579,2.0,0.0,37.0,1311.0,8.516289711875837,0.8525307636449276,0.641113050322443
ID3336,3336,2,0.515231192111969,1341.7635315871605,815.4110910215182,0.0,129.0,129,8.0,1,,6.995475113122172,2.0,0.0,45.0,1546.0,10.165224917046872,0.8982426521372112,0.6512866333158819
ID2828,2828,2,0.3940397799015045,1481.9496746473717,709.6482562665904,0.0,90.0,90,8.0,1,,5.470588235294118,2.0,0.0,34.0,1209.0,7.912894776459214,0.8633356007668049,0.6406446453040374
ID2321,2321,2,0.3870861232280731,1615.9204304784187,836.0179810445644,0.0,47.0,47,8.0,1,,5.289592760180995,2.0,0.0,30.0,1169.0,7.221642366509535,0.7414048949369024,0.623694542658097
ID3090,3090,2,0.42214399576187134,1501.2257764379692,818.4153165570607,0.0,107.0,107,8.0,1,,5.864253393665158,2.0,0.0,38.0,1296.0,7.899346233538445,0.8550171462650963,0.6843503121030168
ID2579,2579,2,0.36883118748664856,1622.1093433380245,844.7620069097999,0.0,58.0,58,8.0,1,,4.656108597285068,1.0,0.0,31.0,1029.0,7.183271049457286,0.8109333561468048,0.5805151243024599
ID2069,2069,2,0.36890557408332825,1657.732820181407,1148.6499899208864,0.0,4.0,4,8.0,1,,4.909502262443439,1.0,0.0,29.0,1085.0,7.07883851709666,0.8419387670893738,0.6340314099985929
ID3349,3349,2,0.3957393765449524,1378.4909947865858,840.5128131688065,0.0,135.0,135,8.0,1,,5.914027149321267,2.0,0.0,36.0,1307.0,8.341399085785937,0.8629167958929149,0.6568253008625661
ID2326,2326,2,0.3911443054676056,1612.3545861360412,786.5790621307074,0.0,42.0,42,8.0,1,,5.108597285067873,1.0,0.0,33.0,1129.0,7.86516880277686,0.8399275690357627,0.5930136984442994
ID2838,2838,2,0.41525042057037354,1418.133844351801,727.8394521781083,0.0,87.0,87,8.0,1,,5.588235294117647,2.0,0.0,35.0,1235.0,7.609064394691822,0.8127742277452221,0.6585664860171605
ID2077,2077,2,0.40482765436172485,1534.033362057901,1115.071128563145,0.0,12.0,12,8.0,1,,5.5656108597285066,1.0,0.0,30.0,1230.0,8.401920408869177,0.8602197843233587,0.6126457681926661
ID3101,3101,2,0.38763493299484253,1602.3569826368794,774.846287228943,0.0,102.0,102,8.0,1,,5.34841628959276,2.0,0.0,32.0,1182.0,7.630135214368851,0.8694634484475567,0.6520145921006226
ID2593,2593,2,0.3679262399673462,1517.5926956480628,852.6654714844833,0.0,64.0,64,8.0,1,,4.728506787330317,1.0,0.0,34.0,1045.0,7.673363138226294,0.7824362278136491,0.5410074068855738
ID2338,2338,2,0.3567632734775543,1590.4204809326427,935.7685121863298,0.0,24.0,24,8.0,1,,4.619909502262443,1.0,0.0,32.0,1021.0,6.772293957465106,0.8694851772471486,0.634552880464958
ID3362,3362,2,0.45544853806495667,1343.1268890183455,829.294485569685,0.0,133.0,133,8.0,1,,6.389140271493213,2.0,0.0,32.0,1412.0,8.091110143139586,0.846983030524466,0.7242293307312601
ID2084,2084,2,0.45132601261138916,1524.2255337468487,1013.4463228395648,0.0,18.0,18,8.0,1,,5.719457013574661,1.0,0.0,39.0,1264.0,9.145939569717072,0.8793167138940196,0.5851966353111324
ID2852,2852,2,0.47323477268218994,1344.448308182125,800.5808844228887,0.0,82.0,82,8.0,1,,6.760180995475113,1.0,0.0,45.0,1494.0,10.075237329205649,0.7951070449800298,0.5943856071602492
ID2853,2853,2,0.37764593958854675,1459.8199398123083,712.6774328264356,0.0,89.0,89,8.0,1,,4.914027149321267,1.0,0.0,33.0,1086.0,7.673853635393458,0.7948307259121723,0.5671594691597718
ID3112,3112,2,0.3818252980709076,1469.692988731197,843.3071524744012,0.0,109.0,109,8.0,1,,5.981900452488688,2.0,0.0,28.0,1322.0,7.6781649091344395,0.7662482255685139,0.6759732106883227
ID2346,2346,2,0.46294105052948,1591.13461951207,785.2480272727004,0.0,43.0,43,8.0,1,,5.3122171945701355,2.0,0.0,32.0,1174.0,7.766319185950744,0.8333030093080701,0.6218122623582238
ID2605,2605,2,0.3681381940841675,1663.8315780801904,874.384157836725,0.0,52.0,52,8.0,1,,5.027149321266968,2.0,0.0,32.0,1111.0,6.882731059448181,0.5861322922564768,0.5398178272714786
ID2095,2095,2,0.45309382677078247,1558.7362487036366,1134.4101942975344,0.0,10.0,10,8.0,1,,5.597285067873303,2.0,0.0,36.0,1237.0,8.373431568479157,0.8870979702966217,0.6284649825614115
ID3375,3375,2,0.417731374502182,1358.194952545974,826.8406135551329,0.0,134.0,134,8.0,1,,5.4389140271493215,2.0,0.0,32.0,1202.0,7.746678273288997,0.7915828067891424,0.6204204961420251
ID2609,2609,2,0.3289473354816437,1601.011784511696,841.5118376329402,0.0,59.0,59,8.0,1,,5.484162895927602,2.0,0.0,33.0,1212.0,7.382163568708195,0.563203291306282,0.5353112880444767
ID2357,2357,2,0.40091073513031006,1599.2233828875833,796.4575227647623,0.0,45.0,45,8.0,1,,5.176470588235294,2.0,0.0,32.0,1144.0,7.724847055578872,0.8721867459001593,0.6243587079207843
ID2869,2869,2,0.44581174850463867,1367.4355345841482,764.1120021040427,0.0,84.0,84,8.0,1,,6.457013574660634,2.0,0.0,38.0,1427.0,8.552203764091578,0.7976432439367915,0.670021655338499
ID3127,3127,2,0.4928531348705292,1446.1088308330072,866.2519145077378,0.0,111.0,111,8.0,1,,6.601809954751131,3.0,0.0,41.0,1459.0,8.7055257467516,0.7821274911287776,0.6656359831548696
ID2105,2105,2,0.43444210290908813,1524.7336905397033,1098.11803767563,0.0,13.0,13,8.0,1,,6.271493212669683,2.0,0.0,35.0,1386.0,8.585323207565505,0.811048645335097,0.6542761511954999
ID3388,3388,2,0.5186817049980164,1331.4723559078361,851.1859748842536,0.0,131.0,131,8.0,1,,7.135746606334842,2.0,0.0,47.0,1577.0,10.533049200624315,0.8112011683613698,0.6068441648845762
ID2878,2878,2,0.4249444901943207,1400.152286430787,736.7449711037242,0.0,86.0,86,8.0,1,,5.791855203619909,2.0,0.0,34.0,1280.0,8.258996565554911,0.8021666673909171,0.6242952995026072
ID2368,2368,2,0.3760416805744171,1569.0150953216655,917.5334592766711,0.0,31.0,31,8.0,1,,5.171945701357466,2.0,0.0,31.0,1143.0,7.635880036008358,0.8336716808112417,0.6158831564549716
ID2625,2625,2,0.41294360160827637,1470.1759822644144,889.1116943107746,0.0,67.0,67,8.0,1,,5.298642533936651,1.0,0.0,33.0,1171.0,7.828935139700493,0.7969394569454247,0.6003213742319605
ID2115,2115,2,0.49015066027641296,1510.4708844759186,1066.3225912762707,0.0,15.0,15,8.0,1,,6.067873303167421,2.0,0.0,34.0,1341.0,8.688022554709885,0.9350390807669184,0.6749717283232279
ID3139,3139,2,0.48583418130874634,1393.2832202455497,888.575597923375,0.0,115.0,115,8.0,1,,6.235294117647059,2.0,0.0,38.0,1378.0,8.400152786998564,0.8414026057584043,0.6783515996791828
ID3399,3399,2,0.5621436238288879,1344.8015691114956,805.6560193554875,0.0,128.0,128,8.0,1,,6.018099547511312,2.0,0.0,39.0,1330.0,9.669052694459115,0.8496464738055814,0.5718142398598646
ID2376,2376,2,0.47841644287109375,1548.1514120855381,818.7301704761448,0.0,36.0,36,8.0,1,,6.040723981900452,1.0,0.0,37.0,1335.0,9.602233046196478,0.8213284151486825,0.5673817083064766
ID2632,2632,2,0.37586233019828796,1680.448093615814,864.6774797569784,0.0,54.0,54,8.0,1,,5.253393665158371,2.0,0.0,34.0,1161.0,7.649067071679436,0.5785031110439701,0.5034098735566648
ID2889,2889,2,0.5015387535095215,1354.6617381561316,781.1539407105456,0.0,83.0,83,8.0,1,,6.579185520361991,1.0,0.0,43.0,1454.0,10.303102854214197,0.8323774628494081,0.5801488884550228
ID2124,2124,2,0.4350888431072235,1516.1929015793012,1047.3101912255481,0.0,16.0,16,8.0,1,,5.737556561085973,1.0,0.0,38.0,1268.0,8.962745693486154,0.8158701674399793,0.5752440841176866
ID3148,3148,2,0.3914842903614044,1536.6738564624618,794.1555687602613,0.0,105.0,105,8.0,1,,5.180995475113122,1.0,0.0,32.0,1145.0,7.827910490091756,0.8681239826421281,0.6151392176069631
ID2642,2642,2,0.32712674140930176,1548.8693365387905,826.0841998251259,0.0,62.0,62,8.0,1,,4.742081447963801,1.0,0.0,29.0,1048.0,7.150428671998347,0.6539167347574972,0.5244157615376299
ID2898,2898,2,0.3967495262622833,1439.5522512167977,716.9340240740391,0.0,88.0,88,8.0,1,,5.647058823529412,2.0,0.0,34.0,1248.0,7.5746198789220065,0.7587289022080235,0.6432491060129791
ID2388,2388,2,0.4372662603855133,1609.3815868265688,935.8702000330303,0.0,28.0,28,8.0,1,,5.484162895927602,2.0,0.0,35.0,1212.0,6.936463131405248,0.7913168428615415,0.6985222750051747
ID3415,3415,2,0.42937812209129333,1391.4419477348774,852.3829601049581,0.0,136.0,136,8.0,1,,5.972850678733032,2.0,0.0,40.0,1320.0,8.700532142574119,0.7639234593818761,0.5946151198463406
ID2136,2136,2,0.38983437418937683,1594.924239464265,1132.8830821369531,0.0,8.0,8,8.0,1,,5.683257918552036,2.0,0.0,27.0,1256.0,7.473537574882172,0.7413559412692893,0.6475008745987597
ID2649,2649,2,0.38554847240448,1645.2000067117783,847.3790928393905,0.0,57.0,57,8.0,1,,5.257918552036199,2.0,0.0,32.0,1162.0,7.387427477734763,0.8007468674256509,0.6329846814297619
ID3161,3161,2,0.4063921868801117,1422.63805144478,886.6555551883739,0.0,113.0,113,8.0,1,,5.393665158371041,3.0,0.0,28.0,1192.0,7.219528797020465,0.8203169463425325,0.67334834275748
ID2907,2907,2,0.6394270658493042,1581.5899988650706,724.1013813836448,0.0,95.0,95,8.0,1,,8.85972850678733,4.0,0.0,40.0,1958.0,9.888618706672661,0.8283467936880317,0.8118361746432223
ID2396,2396,2,0.3385714888572693,1606.1551354923556,932.8647365604734,0.0,25.0,25,8.0,1,,4.8144796380090495,2.0,0.0,24.0,1064.0,6.473510241100181,0.7998143988388834,0.6609993112672263
ID3427,3427,2,0.5264289379119873,1334.2404363475373,836.4943397455663,0.0,130.0,130,8.0,1,,7.67420814479638,2.0,0.0,47.0,1696.0,11.291296524802824,0.8083596947695346,0.607630534260362
ID2148,2148,2,0.40254393219947815,1609.3869911350669,1139.0623216703245,0.0,7.0,7,8.0,1,,5.493212669683258,1.0,0.0,31.0,1214.0,7.6897924723754665,0.8246873890988039,0.6457176718023444
ID2404,2404,2,0.3967878818511963,1591.9303433599462,781.8204098322615,0.0,40.0,40,8.0,1,,5.5610859728506785,1.0,0.0,32.0,1229.0,7.810955400579866,0.881480203978695,0.66711139209533
ID3173,3173,2,0.537534236907959,1380.0318224428465,862.5562923063193,0.0,117.0,117,8.0,1,,7.235294117647059,1.0,0.0,43.0,1599.0,10.373428622705914,0.8316232147165953,0.6333653895758048
ID2918,2918,2,0.4013262689113617,1502.1113247460087,708.4265702066258,0.0,91.0,91,8.0,1,,5.1900452488687785,1.0,0.0,34.0,1147.0,7.757113480116026,0.8730211530610701,0.6237105347780164
ID2665,2665,2,0.4325658977031708,1453.054745094678,901.0968630441105,0.0,68.0,68,8.0,1,,5.841628959276018,2.0,0.0,35.0,1291.0,8.089122048544485,0.8276351362422376,0.6540515771179486
ID2157,2157,2,0.32160401344299316,1703.1174640401714,1130.7894613130413,0.0,1.0,1,8.0,1,,6.067873303167421,3.0,0.0,32.0,1341.0,7.792181950359688,0.4549472959838459,0.4869913432712011
ID3183,3183,2,0.48824626207351685,1390.1290796797998,831.5002441010565,0.0,119.0,119,8.0,1,,6.8054298642533935,2.0,0.0,35.0,1504.0,8.915928923246124,0.858404649672784,0.7051325105725414
ID3439,3439,2,0.4828804135322571,1361.3199613194379,790.2909855320827,0.0,126.0,126,8.0,1,,6.0542986425339365,2.0,0.0,43.0,1338.0,9.450192017358834,0.8869699301056957,0.6022781665273506
ID2928,2928,2,0.3404756188392639,1522.5582682582803,710.6227150418367,0.0,92.0,92,8.0,1,,4.493212669683258,1.0,0.0,31.0,993.0,7.254854117637539,0.8154384380995372,0.5563754254428597
ID2417,2417,2,0.3728804886341095,1550.1962219861664,838.9701165975996,0.0,35.0,35,8.0,1,,5.171945701357466,1.0,0.0,30.0,1143.0,7.472819251171181,0.7641745824560066,0.5995846448398823
ID2675,2675,2,0.43232062458992004,1504.1114956778486,865.964363916217,0.0,65.0,65,8.0,1,,5.298642533936651,1.0,0.0,39.0,1171.0,8.427306696027498,0.879053895937468,0.5882772907217836
ID2424,2424,2,0.39951351284980774,1593.4613385304579,783.0815700073297,0.0,44.0,44,8.0,1,,5.176470588235294,1.0,0.0,34.0,1144.0,7.707763986296493,0.8174111197871018,0.6041192838959243
ID2169,2169,2,0.4252423942089081,1574.5564133835787,1133.0448970500356,0.0,9.0,9,8.0,1,,5.6923076923076925,2.0,0.0,30.0,1258.0,7.752148360022801,0.7782392642586962,0.6427161759173506
ID2938,2938,2,0.3972723186016083,1561.303290066053,717.0529071421056,0.0,94.0,94,8.0,1,,4.97737556561086,1.0,0.0,33.0,1100.0,7.273515742944041,0.8799302674575316,0.6406082691940365
ID2685,2685,2,0.4368785619735718,1399.1131196587598,921.2565945497495,0.0,71.0,71,8.0,1,,6.104072398190045,3.0,0.0,31.0,1349.0,7.501698696974519,0.8717596513222625,0.7579433340797835
ID3197,3197,2,0.5022455453872681,1406.6025682361596,887.5044020120531,0.0,114.0,114,8.0,1,,6.900452488687783,3.0,0.0,38.0,1525.0,9.041774251357152,0.8444877682761915,0.6988299187277955
ID3453,3453,2,0.5253037214279175,1381.9590341095738,848.66245072109,0.0,138.0,138,8.0,1,,6.072398190045249,1.0,0.0,34.0,1342.0,8.411259128788812,0.8293782731668426,0.6546035594728775
ID2178,2178,2,0.3710092306137085,1526.449243543789,994.3809101793431,0.0,19.0,19,8.0,1,,5.298642533936651,2.0,0.0,41.0,1171.0,7.6729423041917455,0.7969394569454247,0.6125260578683529
ID2436,2436,2,0.3857865035533905,1626.195503839089,931.9304493588058,0.0,27.0,27,8.0,1,,5.149321266968326,2.0,0.0,24.0,1138.0,6.600989043727409,0.7974552722663677,0.6921802661875107
ID2948,2948,2,0.41071951389312744,1542.6058774470846,714.683489011337,0.0,93.0,93,8.0,1,,5.4343891402714934,0.0,0.0,35.0,1201.0,8.566398055652186,0.8753822464161011,0.5922300126846182
ID3206,3206,2,0.5101304054260254,1384.2201572542263,846.1661689606519,0.0,118.0,118,8.0,1,,7.180995475113122,2.0,0.0,42.0,1587.0,10.577583540203284,0.8250735175368387,0.613819200339785
ID2695,2695,2,0.3835707902908325,1484.3340552615866,876.9806190470852,0.0,66.0,66,8.0,1,,5.4389140271493215,1.0,0.0,35.0,1202.0,8.18713662326638,0.8048863569216439,0.5925088693891858
ID3467,3467,2,0.4248058497905731,1395.4148605169148,854.5401097947305,0.0,137.0,137,8.0,1,,6.027149321266968,2.0,0.0,40.0,1332.0,8.882525517214425,0.8167268288062639,0.610088270436896
ID2191,2191,2,0.3096747398376465,1685.3973025494877,1136.4635593702278,0.0,2.0,2,8.0,1,,4.407239819004525,1.0,0.0,24.0,974.0,5.984581862924393,0.7596962118487416,0.6358653042625694
ID2447,2447,2,0.4162313640117645,1609.4494309963106,934.3236566808453,0.0,29.0,29,8.0,1,,5.538461538461538,2.0,0.0,32.0,1224.0,7.620821679905854,0.8269245829743911,0.6579041461705986
ID2959,2959,2,0.3792966306209564,1595.6886077447878,731.4876228054537,0.0,96.0,96,8.0,1,,5.9411764705882355,2.0,0.0,29.0,1313.0,7.580547861622731,0.6845248053535808,0.6369621612766868
ID2960,2960,2,0.3375183045864105,1614.8910677263646,768.0404214134296,0.0,98.0,98,8.0,1,,5.018099547511312,2.0,0.0,36.0,1109.0,6.761497817458777,0.5619310920424611,0.5340077357979445
ID2705,2705,2,0.40502646565437317,1414.3823535952297,907.7661536205795,0.0,70.0,70,8.0,1,,5.963800904977376,3.0,0.0,32.0,1318.0,7.6049357200199665,0.7516171506154812,0.673000020126174
ID2453,2453,2,0.3959463834762573,1556.9728620788555,780.6820806310109,0.0,38.0,38,8.0,1,,5.3122171945701355,2.0,0.0,31.0,1174.0,7.617998130496519,0.8391800530175649,0.6363497258320631
ID3221,3221,2,0.5150144696235657,1383.783335782615,879.3407930299289,0.0,116.0,116,8.0,1,,7.343891402714932,3.0,0.0,38.0,1623.0,9.416586974201346,0.8091560113740555,0.6976200679384048
ID3478,3478,2,0.5555203557014465,1360.8939050399792,796.7918699409634,0.0,141.0,141,8.0,1,,7.493212669683258,3.0,0.0,43.0,1656.0,10.29634529578435,0.8386853021759134,0.6639059846870758
ID2202,2202,2,0.3679807484149933,1640.4470675980747,1146.1430466400875,0.0,5.0,5,8.0,1,,5.018099547511312,1.0,0.0,33.0,1109.0,7.236877654765573,0.8577438955821735,0.6403093308065823
ID2715,2715,2,0.3541716933250427,1431.903698247925,905.400520686751,0.0,69.0,69,8.0,1,,4.723981900452489,2.0,0.0,28.0,1044.0,6.919065522797269,0.8096443102207646,0.6109305232445086
ID3231,3231,2,0.47246748208999634,1390.0948028649748,831.6731038986034,0.0,121.0,121,8.0,1,,5.990950226244344,2.0,0.0,35.0,1324.0,8.321380430841032,0.8359002780752783,0.6555951196347929
ID2210,2210,2,0.2957801818847656,1533.3633249495826,978.36662257557,0.0,20.0,20,8.0,1,,4.46606334841629,2.0,0.0,30.0,987.0,5.891826185145717,0.6953728051573501,0.6218096219216983
ID2466,2466,2,0.3856285512447357,1623.0504714921558,931.7351357223429,0.0,26.0,26,8.0,1,,5.253393665158371,2.0,0.0,29.0,1161.0,6.727085670073271,0.8111299821975173,0.6994937168585633
ID2978,2978,2,0.37883713841438293,1608.7211293270693,746.4586729284232,0.0,97.0,97,8.0,1,,5.420814479638009,1.0,0.0,35.0,1198.0,7.837515913683619,0.8263441075238968,0.6258848383718376
